,age,workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,salary
22829,61, Federal-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States,>50K
32502,35, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States,<=50K
10844,27, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,20, United-States,<=50K
7104,43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,>50K
11202,26, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,40, United-States,<=50K
25280,32, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,>50K
1741,45, Private, 11th, Married-civ-spouse, Other-service, Wife, White, Female,32, United-States,<=50K
5189,51, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Black, Female,38, United-States,<=50K
11088,41, Self-emp-not-inc, Assoc-voc, Divorced, Sales, Not-in-family, White, Male,60, United-States,<=50K
20562,43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,21, United-States,<=50K
14216,34, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,48, United-States,<=50K
335,17, Private, 5th-6th, Never-married, Other-service, Other-relative, White, Male,48, Mexico,<=50K
11852,50, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,40, Canada,>50K
16123,20, ?, 9th, Never-married, ?, Own-child, White, Male,40, United-States,<=50K
9568,73, State-gov, 7th-8th, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,40, United-States,<=50K
12381,44, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male,60, United-States,>50K
30387,33, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,40, United-States,<=50K
12945,67, Self-emp-not-inc, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,40, United-States,>50K
19456,29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States,<=50K
13505,47, Private, Masters, Divorced, Sales, Not-in-family, White, Male,60, United-States,>50K
3102,22, Private, Some-college, Divorced, Machine-op-inspct, Own-child, White, Female,40, United-States,<=50K
27380,43, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,35, United-States,<=50K
31405,37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,39, United-States,>50K
8204,18, Private, 11th, Never-married, Other-service, Own-child, Black, Male,8, United-States,<=50K
29209,31, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,65, United-States,<=50K
12450,41, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,50, United-States,>50K
32422,47, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,32, United-States,<=50K
30232,34, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States,<=50K
30451,47, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States,>50K
15371,54, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States,<=50K
24343,55, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States,<=50K
24938,48, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,20, United-States,<=50K
12064,63, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,<=50K
416,52, Private, 1st-4th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, Mexico,<=50K
30368,26, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,40, United-States,<=50K
22856,60, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,47, United-States,<=50K
27430,34, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,60, United-States,<=50K
4441,43, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Black, Male,99, United-States,>50K
23748,43, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,40, United-States,<=50K
1554,62, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, ?,>50K
7485,43, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,45, United-States,>50K
23685,41, Private, Assoc-voc, Married-civ-spouse, Tech-support, Wife, White, Female,38, United-States,>50K
23762,31, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,40, United-States,<=50K
230,35, Private, 11th, Separated, Transport-moving, Not-in-family, Black, Male,40, United-States,<=50K
27583,24, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,50, United-States,<=50K
29626,29, Federal-gov, Bachelors, Married-AF-spouse, Prof-specialty, Husband, White, Male,50, United-States,>50K
15890,60, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,55, United-States,<=50K
25180,31, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, United-States,>50K
10487,27, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, United-States,>50K
865,24, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,15, United-States,<=50K
5281,19, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,55, United-States,<=50K
24170,41, State-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,50, United-States,>50K
18830,22, Private, Assoc-voc, Never-married, Craft-repair, Own-child, White, Male,50, United-States,<=50K
25790,37, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,40, United-States,<=50K
28296,61, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,40, El-Salvador,<=50K
9644,18, Private, Some-college, Never-married, Sales, Own-child, White, Female,25, United-States,<=50K
28525,47, Local-gov, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,40, United-States,<=50K
21349,34, Private, HS-grad, Married-spouse-absent, Other-service, Unmarried, White, Female,65, United-States,<=50K
3539,47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,>50K
26208,36, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,35, United-States,<=50K
17664,65, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,20, United-States,<=50K
12937,44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,50, United-States,>50K
9585,17, Private, 10th, Never-married, Sales, Unmarried, White, Female,12, United-States,<=50K
2051,53, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,50, United-States,>50K
6196,42, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,20, United-States,>50K
759,37, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, Black, Male,40, United-States,<=50K
13273,33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, United-States,<=50K
10235,29, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,40, United-States,<=50K
32414,29, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,45, United-States,<=50K
24887,38, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,38, United-States,<=50K
30627,70, Private, 10th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,32, United-States,<=50K
1657,47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,48, United-States,<=50K
3085,20, Self-emp-not-inc, Some-college, Never-married, Farming-fishing, Own-child, White, Male,10, United-States,<=50K
637,33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States,>50K
7898,33, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States,<=50K
22476,57, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,40, United-States,<=50K
7906,39, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,>50K
9175,27, Private, 11th, Never-married, Exec-managerial, Unmarried, White, Female,45, United-States,<=50K
30871,26, Private, Masters, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,20, India,<=50K
19690,38, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Wife, White, Female,15, United-States,<=50K
5212,34, Self-emp-not-inc, Assoc-voc, Never-married, Farming-fishing, Not-in-family, White, Male,50, United-States,<=50K
3153,56, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,>50K
8925,25, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States,<=50K
24926,62, State-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States,<=50K
9541,39, Local-gov, Some-college, Divorced, Prof-specialty, Own-child, White, Female,45, United-States,<=50K
16353,38, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,40, United-States,<=50K
30224,51, Self-emp-not-inc, HS-grad, Never-married, Sales, Not-in-family, White, Male,40, United-States,<=50K
21919,22, ?, Some-college, Never-married, ?, Own-child, White, Male,72, United-States,<=50K
30338,33, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,50, Hong,<=50K
18497,50, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, Germany,>50K
25002,46, Private, 10th, Married-spouse-absent, Other-service, Not-in-family, Asian-Pac-Islander, Male,37, China,<=50K
7277,37, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,<=50K
23541,29, Local-gov, Some-college, Never-married, Other-service, Own-child, White, Female,10, United-States,<=50K
16126,50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,>50K
7996,40, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States,<=50K
9747,24, Private, Bachelors, Never-married, Sales, Own-child, White, Female,15, United-States,<=50K
20998,38, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,20, United-States,<=50K
8359,35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,47, United-States,>50K
1190,51, Private, Assoc-voc, Divorced, Other-service, Not-in-family, White, Male,40, United-States,<=50K
28180,31, Self-emp-not-inc, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,40, United-States,<=50K
30578,29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,>50K
3144,40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States,>50K
17763,46, Private, Assoc-voc, Separated, Machine-op-inspct, Not-in-family, Black, Female,40, United-States,<=50K
1529,37, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,12, United-States,<=50K
26424,29, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,50, United-States,<=50K
3911,61, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,>50K
2819,31, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,40, United-States,<=50K
3775,20, ?, Some-college, Never-married, ?, Own-child, White, Female,40, United-States,<=50K
20243,37, Private, Masters, Separated, Exec-managerial, Not-in-family, White, Male,60, Iran,>50K
18201,72, ?, 7th-8th, Widowed, ?, Unmarried, White, Female,20, United-States,<=50K
2526,41, Local-gov, HS-grad, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,40, United-States,<=50K
31923,55, Federal-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,40, United-States,<=50K
15728,27, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Male,40, United-States,<=50K
5040,53, State-gov, Some-college, Never-married, Protective-serv, Not-in-family, White, Female,40, United-States,<=50K
5831,46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,35, United-States,>50K
4014,35, Local-gov, HS-grad, Never-married, Protective-serv, Own-child, White, Male,40, United-States,<=50K
14469,45, Local-gov, Masters, Divorced, Prof-specialty, Own-child, White, Female,55, United-States,<=50K
12288,41, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States,>50K
10960,36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,>50K
27157,62, Self-emp-not-inc, Masters, Divorced, Prof-specialty, Unmarried, White, Female,32, United-States,<=50K
12651,25, ?, HS-grad, Married-civ-spouse, ?, Wife, White, Female,4, United-States,<=50K
2124,47, Private, 5th-6th, Never-married, Priv-house-serv, Own-child, White, Female,40, El-Salvador,<=50K
3949,45, ?, HS-grad, Separated, ?, Unmarried, White, Female,10, United-States,<=50K
19463,55, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,40, United-States,<=50K
17396,58, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,20, United-States,<=50K
24491,48, Private, 11th, Married-civ-spouse, Other-service, Wife, White, Female,40, United-States,<=50K
1888,22, Self-emp-not-inc, HS-grad, Never-married, Other-service, Own-child, White, Male,40, Greece,<=50K
13529,64, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,45, United-States,>50K
12563,52, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,40, Philippines,<=50K
3714,32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Other-relative, Asian-Pac-Islander, Female,40, China,>50K
25372,60, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female,40, United-States,>50K
11260,54, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,40, India,>50K
17575,50, Local-gov, 10th, Never-married, Other-service, Not-in-family, White, Male,40, United-States,<=50K
26371,31, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,50, United-States,<=50K
18808,45, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,40, Japan,<=50K
28213,27, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States,<=50K
1442,36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States,>50K
18,38, Private, 11th, Married-civ-spouse, Sales, Husband, White, Male,50, United-States,<=50K
1341,57, Private, Masters, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female,40, United-States,<=50K
25884,52, Federal-gov, Some-college, Separated, Exec-managerial, Not-in-family, White, Female,40, United-States,<=50K
24021,53, Private, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States,<=50K
